Purchase_ID,Date,Time,Flavor,Price,Customer_Age,Customer_Location,Latitude,Longitude,Reason,Rating,Season
112,2024-07-15,11:48,Mango,4.34,25,"New York, NY",40.7128,-74.006,,3,Fall
113,2024-10-12,11:58,Cookies & Cream,3.15,60,"Chicago, IL",41.8781,-87.6298,Seasonal choice,5,Winter
114,2024-12-08,13:45,Peppermint,5.02,34,"Chicago, IL",41.8781,-87.6298,Trying new,1,Winter
115,2024-01-30,12:11,Chocolate,3.39,63,"New York, NY",40.7128,-74.006,Favorite flavor,5,Spring
116,2024-08-30,21:55,Pistachio,4.19,19,"Miami, FL",25.7617,-80.1918,,2,Fall
117,2024-10-07,14:56,Rocky Road,3.35,29,"Chicago, IL",41.8781,-87.6298,Loves flavor,1,Winter
118,2024-06-17,11:28,Cookies & Cream,3.72,71,"Chicago, IL",41.8781,-87.6298,Trying new,3,Summer
119,2024-10-17,13:32,Matcha,5.53,37,"Boston, MA",42.3601,-71.0589,Seasonal choice,1,Winter
120,2024-01-11,20:41,Peppermint,5.86,41,"Atlanta, GA",33.749,-84.388,Recommended,3,Spring
121,2024-06-07,13:22,Pistachio,3.25,29,"Dallas, TX",32.7767,-96.797,Favorite flavor,2,Summer
122,2024-10-10,14:04,Mango,5.37,35,"Chicago, IL",41.8781,-87.6298,Seasonal choice,5,Winter
123,2024-02-09,21:42,Mango,5.2,32,"Phoenix, AZ",33.4484,-112.074,Trying new,4,Spring
124,2024-07-10,11:49,Peppermint,5.37,68,"Chicago, IL",41.8781,-87.6298,,3,Fall
125,2024-03-09,17:48,Pistachio,3.67,67,"Miami, FL",25.7617,-80.1918,Trying new,5,Spring
126,2024-04-02,18:45,Mango,3.01,13,"Dallas, TX",32.7767,-96.797,,5,Summer
127,2024-01-30,17:29,Matcha,3.23,63,"Atlanta, GA",33.749,-84.388,,5,Spring
128,2024-04-20,18:58,Peppermint,5.72,39,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,3,Summer
129,2024-02-19,11:06,Matcha,5.06,32,"Los Angeles, CA",34.0522,-118.2437,Recommended,5,Spring
130,2024-07-21,22:58,Cookies & Cream,3.94,72,"Denver, CO",39.7392,-104.9903,Seasonal choice,2,Fall
131,2024-11-02,11:45,Rocky Road,4.88,77,"Denver, CO",39.7392,-104.9903,Seasonal choice,2,Winter
132,2024-05-29,10:56,Cookies & Cream,5.37,14,"Chicago, IL",41.8781,-87.6298,Trying new,1,Summer
133,2024-07-16,13:05,Rocky Road,5.44,54,"Houston, TX",29.7604,-95.3698,,1,Fall
134,2024-03-14,22:09,Vanilla,3.53,50,"Denver, CO",39.7392,-104.9903,Seasonal choice,1,Spring
135,2024-03-17,22:16,Rocky Road,3.58,42,"Phoenix, AZ",33.4484,-112.074,Loves flavor,5,Spring
136,2024-12-11,22:30,Mango,5.79,65,"San Francisco, CA",37.7749,-122.4194,Seasonal choice,5,Winter
137,2024-09-04,18:35,Mango,3.85,34,"Denver, CO",39.7392,-104.9903,Recommended,3,Fall
138,2024-09-22,12:45,Matcha,4.4,22,"Phoenix, AZ",33.4484,-112.074,Trying new,1,Fall
139,2024-06-29,14:02,Chocolate,5.2,42,"Miami, FL",25.7617,-80.1918,Favorite flavor,1,Summer
140,2024-07-24,14:58,Vanilla,3.53,60,"Seattle, WA",47.6062,-122.3321,Recommended,2,Fall
141,2024-03-20,11:35,Matcha,3.89,18,"New York, NY",40.7128,-74.006,,2,Spring
142,2024-09-01,19:17,Rocky Road,4.02,52,"Los Angeles, CA",34.0522,-118.2437,Recommended,5,Fall
143,2024-09-22,20:51,Cookies & Cream,4.37,30,"Dallas, TX",32.7767,-96.797,Trying new,3,Fall
144,2024-04-27,22:10,Rocky Road,5.5,62,"Atlanta, GA",33.749,-84.388,Trying new,4,Summer
145,2024-11-01,20:59,Coffee,5.63,61,"New York, NY",40.7128,-74.006,,1,Winter
146,2024-12-17,14:59,Peppermint,4.6,64,"New York, NY",40.7128,-74.006,Trying new,2,Winter
147,2024-11-21,15:10,Matcha,3.47,43,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,1,Winter
148,2024-11-27,19:36,Pistachio,5.37,32,"New York, NY",40.7128,-74.006,Favorite flavor,2,Winter
149,2024-05-10,13:39,Vanilla,3.82,21,"Houston, TX",29.7604,-95.3698,Loves flavor,2,Summer
150,2024-05-21,10:34,Coffee,3.67,45,"Atlanta, GA",33.749,-84.388,Favorite flavor,3,Summer
151,2024-07-03,22:39,Cookies & Cream,5.61,68,"Dallas, TX",32.7767,-96.797,Favorite flavor,2,Fall
152,2024-01-20,19:34,Matcha,4.58,15,"Los Angeles, CA",34.0522,-118.2437,Recommended,2,Spring
153,2024-03-06,18:04,Cookies & Cream,3.71,45,"Chicago, IL",41.8781,-87.6298,,4,Spring
154,2024-04-10,15:00,Mango,5.64,13,"Seattle, WA",47.6062,-122.3321,Loves flavor,5,Summer
155,2024-09-22,13:22,Peppermint,5.55,62,"Seattle, WA",47.6062,-122.3321,Seasonal choice,4,Fall
156,2024-06-12,20:20,Vanilla,4.41,22,"Dallas, TX",32.7767,-96.797,Favorite flavor,1,Summer
157,2024-02-06,15:10,Cookies & Cream,5.27,68,"Chicago, IL",41.8781,-87.6298,,1,Spring
158,2024-07-22,22:41,Coffee,5.07,41,"Chicago, IL",41.8781,-87.6298,Favorite flavor,4,Fall
159,2024-07-05,13:49,Pistachio,3.51,22,"Houston, TX",29.7604,-95.3698,Seasonal choice,1,Fall
160,2024-06-21,11:43,Chocolate,5.99,77,"Phoenix, AZ",33.4484,-112.074,Loves flavor,1,Summer
161,2024-08-02,18:53,Vanilla,5.04,71,"New York, NY",40.7128,-74.006,Trying new,2,Fall
162,2024-02-02,19:23,Chocolate,4.77,19,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,1,Spring
163,2024-02-27,16:24,Cookies & Cream,5.9,22,"Houston, TX",29.7604,-95.3698,Seasonal choice,3,Spring
164,2024-08-13,15:54,Chocolate,3.36,53,"Atlanta, GA",33.749,-84.388,,5,Fall
165,2024-01-07,21:21,Peppermint,5.64,69,"Miami, FL",25.7617,-80.1918,Trying new,3,Spring
166,2024-06-03,10:12,Peppermint,3.44,79,"Dallas, TX",32.7767,-96.797,Favorite flavor,3,Summer
167,2024-11-27,10:44,Strawberry,4.89,50,"Atlanta, GA",33.749,-84.388,Recommended,1,Winter
168,2024-05-25,16:25,Pistachio,5.43,49,"Phoenix, AZ",33.4484,-112.074,,4,Summer
169,2024-04-08,21:28,Rocky Road,3.83,33,"New York, NY",40.7128,-74.006,Favorite flavor,2,Summer
170,2024-09-16,15:51,Strawberry,4.85,65,"Seattle, WA",47.6062,-122.3321,Loves flavor,3,Fall
171,2024-03-03,15:50,Rocky Road,4.52,47,"Houston, TX",29.7604,-95.3698,Loves flavor,5,Spring
172,2024-11-30,18:32,Matcha,3.5,37,"Seattle, WA",47.6062,-122.3321,Recommended,1,Winter
173,2024-02-05,17:38,Pistachio,5.39,23,"Atlanta, GA",33.749,-84.388,,1,Spring
174,2024-12-24,18:48,Vanilla,4.82,30,"Seattle, WA",47.6062,-122.3321,Favorite flavor,2,Winter
175,2024-10-16,13:39,Matcha,4.87,56,"Denver, CO",39.7392,-104.9903,Loves flavor,1,Winter
176,2024-12-12,16:22,Mango,3.86,64,"Boston, MA",42.3601,-71.0589,,2,Winter
177,2024-06-03,13:28,Strawberry,5.89,70,"Houston, TX",29.7604,-95.3698,Favorite flavor,5,Summer
178,2024-05-06,14:29,Pistachio,3.95,54,"Boston, MA",42.3601,-71.0589,Recommended,1,Summer
179,2024-09-05,13:43,Matcha,5.36,49,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,5,Fall
180,2024-07-01,18:14,Matcha,3.7,41,"Denver, CO",39.7392,-104.9903,Favorite flavor,3,Fall
181,2024-06-25,22:44,Chocolate,4.46,68,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,5,Summer
182,2024-11-13,19:16,Strawberry,3.11,37,"Dallas, TX",32.7767,-96.797,Trying new,1,Winter
183,2024-10-15,22:44,Rocky Road,3.06,11,"San Francisco, CA",37.7749,-122.4194,Recommended,4,Winter
184,2024-11-29,15:36,Peppermint,3.85,72,"Dallas, TX",32.7767,-96.797,Recommended,1,Winter
185,2024-08-10,17:14,Chocolate,3.91,45,"Houston, TX",29.7604,-95.3698,,3,Fall
186,2024-01-16,21:24,Matcha,3.58,65,"Miami, FL",25.7617,-80.1918,Trying new,1,Spring
187,2024-11-30,21:56,Mango,4.36,32,"Miami, FL",25.7617,-80.1918,,4,Winter
188,2024-02-05,19:43,Vanilla,3.45,29,"Phoenix, AZ",33.4484,-112.074,Recommended,1,Spring
189,2024-04-21,14:04,Peppermint,3.27,80,"Chicago, IL",41.8781,-87.6298,Trying new,3,Summer
190,2024-08-16,19:46,Vanilla,5.92,65,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,2,Fall
191,2024-02-20,12:28,Vanilla,5.3,71,"San Francisco, CA",37.7749,-122.4194,Loves flavor,4,Spring
192,2024-02-24,13:24,Pistachio,4.08,56,"Miami, FL",25.7617,-80.1918,Trying new,2,Spring
193,2024-01-05,11:30,Peppermint,3.78,67,"Phoenix, AZ",33.4484,-112.074,Trying new,3,Spring
194,2024-04-18,12:45,Pistachio,3.59,29,"Dallas, TX",32.7767,-96.797,Favorite flavor,2,Summer
195,2024-01-06,14:47,Mango,3.05,72,"Miami, FL",25.7617,-80.1918,Trying new,4,Spring
196,2024-09-25,22:27,Chocolate,4.2,48,"Dallas, TX",32.7767,-96.797,Seasonal choice,3,Fall
197,2024-09-20,18:51,Mango,5.62,29,"Boston, MA",42.3601,-71.0589,,2,Fall
198,2024-07-24,12:49,Chocolate,3.57,29,"Miami, FL",25.7617,-80.1918,Trying new,3,Fall
199,2024-07-26,18:39,Chocolate,3.39,13,"Miami, FL",25.7617,-80.1918,,4,Fall
200,2024-04-29,21:30,Vanilla,3.66,39,"Miami, FL",25.7617,-80.1918,,4,Summer
201,2024-01-23,16:35,Peppermint,5.91,20,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,1,Spring
202,2024-07-04,22:27,Peppermint,4.77,32,"Seattle, WA",47.6062,-122.3321,Loves flavor,3,Fall
203,2024-10-19,20:10,Matcha,5.76,33,"Chicago, IL",41.8781,-87.6298,Trying new,2,Winter
204,2024-12-22,20:06,Chocolate,3.78,72,"Phoenix, AZ",33.4484,-112.074,Seasonal choice,4,Winter
205,2024-07-24,18:16,Rocky Road,3.07,56,"Dallas, TX",32.7767,-96.797,Favorite flavor,4,Fall
206,2024-10-30,13:37,Strawberry,5.9,27,"San Francisco, CA",37.7749,-122.4194,Loves flavor,2,Winter
207,2024-01-03,12:04,Mango,3.92,57,"Los Angeles, CA",34.0522,-118.2437,,4,Spring
208,2024-08-05,14:03,Matcha,3.18,17,"Seattle, WA",47.6062,-122.3321,,5,Fall
209,2024-11-04,13:56,Pistachio,4.49,76,"Miami, FL",25.7617,-80.1918,Trying new,2,Winter
210,2024-11-06,11:16,Coffee,3.19,77,"Houston, TX",29.7604,-95.3698,,3,Winter
211,2024-06-25,22:16,Vanilla,5.23,74,"Dallas, TX",32.7767,-96.797,Loves flavor,5,Summer
212,2024-07-09,19:40,Strawberry,4.79,37,"Los Angeles, CA",34.0522,-118.2437,Seasonal choice,2,Fall
213,2024-12-06,20:27,Strawberry,5.13,38,"Chicago, IL",41.8781,-87.6298,Trying new,4,Winter
214,2024-08-31,15:30,Pistachio,5.89,13,"San Francisco, CA",37.7749,-122.4194,Loves flavor,5,Fall
215,2024-07-21,18:01,Matcha,4.21,31,"Phoenix, AZ",33.4484,-112.074,Trying new,1,Fall
216,2024-03-07,15:15,Peppermint,5.16,71,"Boston, MA",42.3601,-71.0589,Loves flavor,5,Spring
217,2024-02-03,16:22,Peppermint,4.94,32,"Dallas, TX",32.7767,-96.797,Trying new,5,Spring
218,2024-10-27,11:19,Rocky Road,3.48,32,"Dallas, TX",32.7767,-96.797,Loves flavor,4,Winter
219,2024-08-26,10:27,Cookies & Cream,3.07,52,"Miami, FL",25.7617,-80.1918,Seasonal choice,1,Fall
220,2024-02-26,14:46,Strawberry,4.79,65,"Atlanta, GA",33.749,-84.388,Favorite flavor,5,Spring
221,2024-01-26,21:11,Cookies & Cream,4.34,39,"Dallas, TX",32.7767,-96.797,Seasonal choice,4,Spring
222,2024-03-10,16:34,Cookies & Cream,5.27,57,"Chicago, IL",41.8781,-87.6298,Recommended,1,Spring
223,2024-01-13,18:25,Strawberry,5.41,68,"Atlanta, GA",33.749,-84.388,Loves flavor,3,Spring
224,2024-12-14,15:24,Vanilla,5.14,56,"Denver, CO",39.7392,-104.9903,,4,Winter
225,2024-11-17,15:57,Peppermint,4.31,22,"Phoenix, AZ",33.4484,-112.074,,5,Winter
226,2024-02-28,20:31,Mango,3.57,27,"Phoenix, AZ",33.4484,-112.074,Loves flavor,5,Spring
227,2024-03-12,14:16,Cookies & Cream,3.86,29,"New York, NY",40.7128,-74.006,Loves flavor,4,Spring
228,2024-04-12,18:05,Matcha,3.74,44,"Dallas, TX",32.7767,-96.797,Trying new,4,Summer
229,2024-09-16,13:21,Rocky Road,5.52,24,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,1,Fall
230,2024-09-13,13:46,Cookies & Cream,4.05,76,"Phoenix, AZ",33.4484,-112.074,Trying new,2,Fall
231,2024-04-27,16:54,Rocky Road,4.87,34,"San Francisco, CA",37.7749,-122.4194,Seasonal choice,5,Summer
232,2024-05-21,12:48,Peppermint,4.68,69,"Boston, MA",42.3601,-71.0589,Recommended,5,Summer
233,2024-02-11,11:59,Peppermint,4.9,48,"Denver, CO",39.7392,-104.9903,Trying new,1,Spring
234,2024-01-03,15:35,Matcha,3.73,41,"Chicago, IL",41.8781,-87.6298,Loves flavor,4,Spring
235,2024-08-15,13:30,Cookies & Cream,3.72,50,"Seattle, WA",47.6062,-122.3321,Loves flavor,1,Fall
236,2024-05-28,20:46,Chocolate,4.57,13,"Boston, MA",42.3601,-71.0589,,1,Summer
237,2024-01-01,11:07,Cookies & Cream,5.55,12,"San Francisco, CA",37.7749,-122.4194,,1,Spring
238,2024-05-11,16:24,Peppermint,3.37,74,"Boston, MA",42.3601,-71.0589,Seasonal choice,5,Summer
239,2024-09-07,12:01,Peppermint,5.97,67,"Atlanta, GA",33.749,-84.388,Trying new,1,Fall
240,2024-12-16,15:58,Cookies & Cream,5.83,56,"Boston, MA",42.3601,-71.0589,Loves flavor,1,Winter
241,2024-08-10,18:57,Chocolate,3.93,56,"Miami, FL",25.7617,-80.1918,Loves flavor,2,Fall
242,2024-02-24,17:17,Mango,5.8,37,"Phoenix, AZ",33.4484,-112.074,Recommended,3,Spring
243,2024-06-08,11:40,Coffee,3.11,32,"San Francisco, CA",37.7749,-122.4194,Recommended,5,Summer
244,2024-12-10,16:58,Pistachio,4.1,13,"Denver, CO",39.7392,-104.9903,Trying new,5,Winter
245,2024-07-04,15:38,Rocky Road,4.86,79,"Phoenix, AZ",33.4484,-112.074,Trying new,1,Fall
246,2024-05-19,22:15,Chocolate,4.72,70,"Seattle, WA",47.6062,-122.3321,Loves flavor,4,Summer
